Years on Court,Status,Presidential Term,Court Conservatives,Court Moderates,Court Liberals,Age Ratio,Appointing President Party_Republican,President Party_Republican,Ideology_Liberal,Ideology_Moderate,House Control_Republican,Senate Control_Republican,Election Year Type_Non-Election Year,Election Year Type_Presidential Election,Ideology Alignment_Neutral,Ideology Alignment_Opposing
25,0,1,2,4,4,1.0152971436307026,True,True,True,False,False,True,True,False,False,True
23,1,1,2,4,4,0.8934614863950182,True,True,False,True,False,True,True,False,True,False
19,0,1,2,4,4,0.8663868958981995,False,True,False,True,False,True,True,False,True,False
14,0,1,2,4,4,0.9882225531338837,False,True,True,False,False,True,True,False,False,True
12,0,1,2,4,4,1.0017598483822931,True,True,False,False,False,True,True,False,False,False
11,0,1,2,4,4,0.9882225531338837,True,True,True,False,False,True,True,False,False,True
9,0,1,2,4,4,1.0017598483822931,True,True,False,True,False,True,True,False,True,False
9,0,1,2,4,4,0.7716258291593339,True,True,False,False,False,True,True,False,False,False
6,0,1,2,4,4,0.8257750101529714,True,True,True,False,False,True,True,False,False,True
0,0,1,2,4,4,0.6904020576688777,True,True,False,True,False,True,True,False,True,False
26,0,1,2,3,4,1.0264721772015126,True,True,True,False,False,True,False,False,False,True
20,0,1,2,3,4,0.8779038357644515,False,True,False,True,False,True,False,False,True,False
15,0,1,2,3,4,0.9994597514856833,False,True,True,False,False,True,False,False,False,True
13,0,1,2,3,4,1.012965964343598,True,True,False,False,False,True,False,False,False,False
12,0,1,2,3,4,0.9994597514856833,True,True,True,False,False,True,False,False,False,True
10,0,1,2,3,4,1.012965964343598,True,True,False,True,False,True,False,False,True,False
10,0,1,2,3,4,0.7833603457590491,True,True,False,False,False,True,False,False,False,False
7,0,1,2,3,4,0.8373851971907077,True,True,True,False,False,True,False,False,False,True
1,0,1,2,3,4,0.7023230686115612,True,True,False,True,False,True,False,False,True,False
27,0,1,2,3,4,1.037596011319229,True,True,True,False,False,True,True,False,False,True
21,0,1,2,3,4,0.8893680097021964,False,True,False,True,False,True,True,False,True,False
16,0,1,2,3,4,1.0106454655706778,False,True,True,False,False,True,True,False,False,True
14,0,1,2,3,4,1.0241207384449533,True,True,False,False,False,True,True,False,False,False
13,0,1,2,3,4,1.0106454655706778,True,True,True,False,False,True,True,False,False,True
11,0,1,2,3,4,1.0241207384449533,True,True,False,True,False,True,True,False,True,False
11,0,1,2,3,4,0.7950410995822664,True,True,False,False,False,True,True,False,False,False
8,0,1,2,3,4,0.8489421910793693,True,True,True,False,False,True,True,False,False,True
2,0,1,2,3,4,0.7141894623366123,True,True,False,True,False,True,True,False,True,False
28,0,1,2,3,4,1.0486689970422156,True,True,True,False,False,True,False,True,False,True
22,0,1,2,3,4,0.900779779510621,False,True,False,True,False,True,False,True,True,False
17,0,1,2,3,4,1.0217800484001074,False,True,True,False,False,True,False,True,False,True
15,0,1,2,3,4,1.0352245227211614,True,True,False,False,False,True,False,True,False,False
14,0,1,2,3,4,1.0217800484001074,True,True,True,False,False,True,False,True,False,True
12,0,1,2,3,4,1.0352245227211614,True,True,False,True,False,True,False,True,True,False
12,0,1,2,3,4,0.8066684592632427,True,True,False,False,False,True,False,True,False,False
9,0,1,2,3,4,0.8604463565474589,True,True,True,False,False,True,False,True,False,True
3,0,1,2,3,4,0.7260016133369185,True,True,False,True,False,True,False,True,True,False
29,0,2,2,3,4,1.0596914822266934,True,True,True,False,False,True,True,False,False,True
23,0,2,2,3,4,0.9121395036887994,False,True,False,True,False,True,True,False,True,False
18,0,2,2,3,4,1.032863849765258,False,True,True,False,False,True,True,False,False,True
16,0,2,2,3,4,1.0462776659959756,True,True,False,False,False,True,True,False,False,False
15,0,2,2,3,4,1.032863849765258,True,True,True,False,False,True,True,False,False,True
13,0,2,2,3,4,1.0462776659959756,True,True,False,True,False,True,True,False,True,False
13,0,2,2,3,4,0.8182427900737759,True,True,False,False,False,True,True,False,False,False
10,0,2,2,3,4,0.8718980549966464,True,True,True,False,False,True,True,False,False,True
4,0,2,2,3,4,0.7377598926894701,True,True,False,True,False,True,True,False,True,False
30,0,2,3,3,4,1.0706638115631693,True,True,True,False,False,True,False,False,False,True
24,0,2,3,3,4,0.9234475374732334,False,True,False,True,False,True,False,False,True,False
19,0,2,3,3,4,1.04389721627409,False,True,True,False,False,True,False,False,False,True
17,1,2,3,3,4,1.0572805139186296,True,True,False,False,False,True,False,False,False,False
16,0,2,3,3,4,1.04389721627409,True,True,True,False,False,True,False,False,False,True
14,0,2,3,3,4,1.0572805139186296,True,True,False,True,False,True,False,False,True,False
14,0,2,3,3,4,0.8297644539614561,True,True,False,False,False,True,False,False,False,False
11,0,2,3,3,4,0.8832976445396146,True,True,True,False,False,True,False,False,False,True
5,0,2,3,3,4,0.7494646680942184,True,True,False,True,False,True,False,False,True,False
0,0,2,3,3,4,0.6691648822269808,True,True,False,False,False,True,False,False,False,False
31,0,2,2,3,4,1.0815863266123649,True,True,True,False,False,False,True,False,False,True
25,0,2,2,3,4,0.9347042328748831,False,True,False,True,False,False,True,False,True,False
20,0,2,2,3,4,1.0548804913873682,False,True,True,False,False,False,True,False,False,True
17,0,2,2,3,4,1.0548804913873682,True,True,True,False,False,False,True,False,False,True
15,1,2,2,3,4,1.0682334089998664,True,True,False,True,False,False,True,False,True,False
15,0,2,2,3,4,0.8412338095873948,True,True,False,False,False,False,True,False,False,False
12,0,2,2,3,4,0.8946454800373882,True,True,True,False,False,False,True,False,False,True
6,0,2,2,3,4,0.7611163039124048,True,True,False,True,False,False,True,False,True,False
1,0,2,2,3,4,0.6809987982374148,True,True,False,False,False,False,True,False,False,False
32,0,2,2,3,4,1.0924593658406607,True,True,True,False,False,False,False,True,False,True
26,0,2,2,3,4,0.9459099387156941,False,True,False,True,False,False,False,True,True,False
21,0,2,2,3,4,1.0658140154543032,False,True,True,False,False,False,False,True,False,True
18,0,2,2,3,4,1.0658140154543032,True,True,True,False,False,False,False,True,False,True
16,0,2,2,3,4,0.8526512123634425,True,True,False,False,False,False,False,True,False,False
13,0,2,2,3,4,0.9059419131361577,True,True,True,False,False,False,False,True,False,True
7,0,2,2,3,4,0.7727151612043698,True,True,False,True,False,False,False,True,True,False
2,0,2,2,3,4,0.692779110045297,True,True,False,False,False,False,False,True,False,False
0,0,2,2,3,4,0.692779110045297,True,True,False,True,False,False,False,True,True,False
33,0,1,2,3,4,1.1032832646550577,True,True,True,False,False,False,True,False,False,True
27,0,1,2,3,4,0.9570650006646284,False,True,False,True,False,False,True,False,True,False
22,0,1,2,3,4,1.076698125747707,False,True,True,False,False,False,True,False,False,True
19,0,1,2,3,4,1.076698125747707,True,True,True,False,False,False,True,False,False,True
17,0,1,2,3,4,0.8640170144889007,True,True,False,False,False,False,True,False,False,False
14,0,1,2,3,4,0.9171872923036022,True,True,True,False,False,False,True,False,False,True
8,0,1,2,3,4,0.7842615977668483,True,True,False,True,False,False,True,False,True,False
3,0,1,2,3,4,0.7045061810447959,True,True,False,False,False,False,True,False,False,False
1,0,1,2,3,4,0.7045061810447959,True,True,False,True,False,False,True,False,True,False
34,1,1,2,3,5,1.1140583554376657,True,True,True,False,False,False,False,False,False,True
28,0,1,2,3,5,0.9681697612732095,False,True,False,True,False,False,False,False,True,False
23,0,1,2,3,5,1.0875331564986737,False,True,True,False,False,False,False,False,False,True
20,0,1,2,3,5,1.0875331564986737,True,True,True,False,False,False,False,False,False,True
18,0,1,2,3,5,0.8753315649867374,True,True,False,False,False,False,False,False,False,False
15,0,1,2,3,5,0.9283819628647214,True,True,True,False,False,False,False,False,False,True
9,0,1,2,3,5,0.7957559681697612,True,True,False,True,False,False,False,False,True,False
4,0,1,2,3,5,0.7161803713527851,True,True,False,False,False,False,False,False,False,False
2,0,1,2,3,5,0.7161803713527851,True,True,False,True,False,False,False,False,True,False
0,0,1,2,3,5,0.676392572944297,True,True,True,False,False,False,False,False,False,True
29,0,1,3,3,4,0.9796134498279057,False,True,False,True,False,False,True,False,True,False
24,1,1,3,3,4,1.0987556261583267,False,True,True,False,False,False,True,False,False,True
21,0,1,3,3,4,1.0987556261583267,True,True,True,False,False,False,True,False,False,True
19,0,1,3,3,4,0.8869473126820226,True,True,False,False,False,False,True,False,False,False
16,0,1,3,3,4,0.9398993910510987,True,True,True,False,False,False,True,False,False,True
10,0,1,3,3,4,0.8075191951284088,True,True,False,True,False,False,True,False,True,False
5,0,1,3,3,4,0.7280910775747947,True,True,False,False,False,False,True,False,False,False
3,0,1,3,3,4,0.7280910775747947,True,True,False,True,False,False,True,False,True,False
1,0,1,3,3,4,0.6883770187979877,True,True,True,False,False,False,True,False,False,True
0,0,1,3,3,4,0.5692348424675668,True,True,False,False,False,False,True,False,False,False
30,0,1,3,3,3,0.991014799154334,False,True,False,True,False,False,False,True,True,False
22,0,1,3,3,3,1.109936575052854,True,True,True,False,False,False,False,True,False,True
20,0,1,3,3,3,0.8985200845665962,True,True,False,False,False,False,False,True,False,False
17,0,1,3,3,3,0.9513742071881606,True,True,True,False,False,False,False,True,False,True
11,0,1,3,3,3,0.8192389006342494,True,True,False,True,False,False,False,True,True,False
6,0,1,3,3,3,0.7399577167019027,True,True,False,False,False,False,False,True,False,False
4,0,1,3,3,3,0.7399577167019027,True,True,False,True,False,False,False,True,True,False
2,0,1,3,3,3,0.7003171247357293,True,True,True,False,False,False,False,True,False,True
1,0,1,3,3,3,0.5813953488372092,True,True,False,False,False,False,False,True,False,False
31,1,1,3,3,4,1.0023740437879187,False,False,False,True,False,False,True,False,True,False
23,0,1,3,3,4,1.1210762331838564,True,False,True,False,False,False,True,False,False,False
21,0,1,3,3,4,0.9100501187021893,True,False,False,False,False,False,True,False,False,True
18,0,1,3,3,4,0.9628066473226061,True,False,True,False,False,False,True,False,False,False
12,0,1,3,3,4,0.8309153257715641,True,False,False,True,False,False,True,False,True,False
7,0,1,3,3,4,0.751780532840939,True,False,False,False,False,False,True,False,False,True
5,0,1,3,3,4,0.751780532840939,True,False,False,True,False,False,True,False,True,False
3,0,1,3,3,4,0.7122131363756264,True,False,True,False,False,False,True,False,False,False
2,0,1,3,3,4,0.5935109469796886,True,False,False,False,False,False,True,False,False,True
0,0,1,3,3,4,0.7913479293062515,False,False,True,False,False,False,True,False,False,False
24,1,1,3,2,5,1.1321748288572933,True,False,True,False,False,False,False,False,False,False
22,0,1,3,2,5,0.9215376513954712,True,False,False,False,False,False,False,False,False,True
19,0,1,3,2,5,0.9741969457609267,True,False,True,False,False,False,False,False,False,False
13,0,1,3,2,5,0.8425487098472879,True,False,False,True,False,False,False,False,True,False
8,0,1,3,2,5,0.7635597682991047,True,False,False,False,False,False,False,False,False,True
6,0,1,3,2,5,0.7635597682991047,True,False,False,True,False,False,False,False,True,False
4,0,1,3,2,5,0.7240652975250131,True,False,True,False,False,False,False,False,False,False
3,0,1,3,2,5,0.6055818852027383,True,False,False,False,False,False,False,False,False,True
1,0,1,3,2,5,0.8030542390731963,False,False,True,False,False,False,False,False,False,False
0,0,1,3,2,5,0.737230121116377,False,False,True,False,False,False,False,False,False,False
23,0,1,3,2,4,0.9329829172141919,True,False,False,False,True,True,True,False,False,True
20,0,1,3,2,4,0.985545335085414,True,False,True,False,True,True,True,False,False,False
14,0,1,3,2,4,0.8541392904073588,True,False,False,True,True,True,True,False,True,False
9,0,1,3,2,4,0.7752956636005257,True,False,False,False,True,True,True,False,False,True
7,0,1,3,2,4,0.7752956636005257,True,False,False,True,True,True,True,False,True,False
5,0,1,3,2,4,0.7358738501971092,True,False,True,False,True,True,True,False,False,False
4,0,1,3,2,4,0.6176084099868594,True,False,False,False,True,True,True,False,False,True
2,0,1,3,2,4,0.8147174770039423,False,False,True,False,True,True,True,False,False,False
1,0,1,3,2,4,0.7490144546649147,False,False,True,False,True,True,True,False,False,False
24,0,1,3,2,4,0.944386149003148,True,False,False,False,True,True,False,True,False,True
21,0,1,3,2,4,0.9968520461699896,True,False,True,False,True,True,False,True,False,False
15,0,1,3,2,4,0.8656873032528857,True,False,False,True,True,True,False,True,True,False
10,0,1,3,2,4,0.7869884575026234,True,False,False,False,True,True,False,True,False,True
8,0,1,3,2,4,0.7869884575026234,True,False,False,True,True,True,False,True,True,False
6,0,1,3,2,4,0.7476390346274921,True,False,True,False,True,True,False,True,False,False
5,0,1,3,2,4,0.6295907660020986,True,False,False,False,True,True,False,True,False,True
3,0,1,3,2,4,0.8263378803777545,False,False,True,False,True,True,False,True,False,False
2,0,1,3,2,4,0.7607555089192025,False,False,True,False,True,True,False,True,False,False
25,0,2,3,2,4,0.9557475778999739,True,False,False,False,True,True,True,False,False,True
22,0,2,3,2,4,1.0081173081958628,True,False,True,False,True,True,True,False,False,False
16,0,2,3,2,4,0.8771929824561404,True,False,False,True,True,True,True,False,True,False
11,0,2,3,2,4,0.7986383870123069,True,False,False,False,True,True,True,False,False,True
9,0,2,3,2,4,0.7986383870123069,True,False,False,True,True,True,True,False,True,False
7,0,2,3,2,4,0.7593610892903901,True,False,True,False,True,True,True,False,False,False
6,0,2,3,2,4,0.64152919612464,True,False,False,False,True,True,True,False,False,True
4,0,2,3,2,4,0.8379156847342236,False,False,True,False,True,True,True,False,False,False
3,0,2,3,2,4,0.7724535218643624,False,False,True,False,True,True,True,False,False,False
26,0,2,3,2,4,0.9670674333507581,True,False,False,False,True,True,False,False,False,True
23,0,2,3,2,4,1.0193413486670153,True,False,True,False,True,True,False,False,False,False
17,0,2,3,2,4,0.8886565603763722,True,False,False,True,True,True,False,False,True,False
12,0,2,3,2,4,0.8102456874019864,True,False,False,False,True,True,False,False,False,True
10,0,2,3,2,4,0.8102456874019864,True,False,False,True,True,True,False,False,True,False
8,0,2,3,2,4,0.7710402509147936,True,False,True,False,True,True,False,False,False,False
7,0,2,3,2,4,0.6534239414532149,True,False,False,False,True,True,False,False,False,True
5,0,2,3,2,4,0.8494511238891793,False,False,True,False,True,True,False,False,False,False
4,0,2,3,2,4,0.7841087297438578,False,False,True,False,True,True,False,False,False,False
27,0,2,3,2,4,0.9783459431254892,True,False,False,False,True,True,True,False,False,True
24,0,2,3,2,4,1.0305243934255153,True,False,True,False,True,True,True,False,False,False
18,0,2,3,2,4,0.9000782676754501,True,False,False,True,True,True,True,False,True,False
13,0,2,3,2,4,0.821810592225411,True,False,False,False,True,True,True,False,False,True
11,0,2,3,2,4,0.821810592225411,True,False,False,True,True,True,True,False,True,False
9,0,2,3,2,4,0.7826767545003914,True,False,True,False,True,True,True,False,False,False
8,0,2,3,2,4,0.6652752413253327,True,False,False,False,True,True,True,False,False,True
6,0,2,3,2,4,0.8609444299504305,False,False,True,False,True,True,True,False,False,False
5,0,2,3,2,4,0.7957213670753979,False,False,True,False,True,True,True,False,False,False
28,0,2,3,2,4,0.9895833333333334,True,False,False,False,True,True,False,True,False,True
25,0,2,3,2,4,1.0416666666666667,True,False,True,False,True,True,False,True,False,False
19,0,2,3,2,4,0.9114583333333334,True,False,False,True,True,True,False,True,True,False
14,0,2,3,2,4,0.8333333333333334,True,False,False,False,True,True,False,True,False,True
12,0,2,3,2,4,0.8333333333333334,True,False,False,True,True,True,False,True,True,False
10,0,2,3,2,4,0.7942708333333334,True,False,True,False,True,True,False,True,False,False
9,0,2,3,2,4,0.6770833333333334,True,False,False,False,True,True,False,True,False,True
7,0,2,3,2,4,0.8723958333333334,False,False,True,False,True,True,False,True,False,False
6,0,2,3,2,4,0.8072916666666667,False,False,True,False,True,True,False,True,False,False
29,0,1,3,2,4,1.0001298869983115,True,True,False,False,True,False,True,False,False,False
26,0,1,3,2,4,1.0520846863228992,True,True,True,False,True,False,True,False,False,True
20,0,1,3,2,4,0.9221976880114301,True,True,False,True,True,False,True,False,True,False
15,0,1,3,2,4,0.8442654890245487,True,True,False,False,True,False,True,False,False,False
13,0,1,3,2,4,0.8442654890245487,True,True,False,True,True,False,True,False,True,False
11,0,1,3,2,4,0.805299389531108,True,True,True,False,True,False,True,False,False,True
10,0,1,3,2,4,0.6884010910507858,True,True,False,False,True,False,True,False,False,False
8,0,1,3,2,4,0.8832315885179894,False,True,True,False,True,False,True,False,False,True
7,0,1,3,2,4,0.818288089362255,False,True,True,False,True,False,True,False,False,True
30,0,1,3,2,4,1.0106245141228298,True,True,False,False,True,True,False,False,False,False
27,0,1,3,2,4,1.062451412282975,True,True,True,False,True,True,False,False,False,True
21,0,1,3,2,4,0.9328841668826122,True,True,False,True,True,True,False,False,True,False
16,0,1,3,2,4,0.8551438196423945,True,True,False,False,True,True,False,False,False,False
14,0,1,3,2,4,0.8551438196423945,True,True,False,True,True,True,False,False,True,False
12,0,1,3,2,4,0.8162736460222857,True,True,True,False,True,True,False,False,False,True
11,0,1,3,2,4,0.6996631251619592,True,True,False,False,True,True,False,False,False,False
9,0,1,3,2,4,0.8940139932625033,False,True,True,False,True,True,False,False,False,True
8,0,1,3,2,4,0.829230370562322,False,True,True,False,True,True,False,False,False,True
31,0,1,3,2,4,1.02106759725992,True,True,False,False,True,True,True,False,False,False
28,0,1,3,2,4,1.0727672224376372,True,True,True,False,True,True,True,False,False,True
22,0,1,3,2,4,0.9435181594933436,True,True,False,True,True,True,True,False,True,False
17,0,1,3,2,4,0.8659687217267674,True,True,False,False,True,True,True,False,False,False
15,0,1,3,2,4,0.8659687217267674,True,True,False,True,True,True,True,False,True,False
13,0,1,3,2,4,0.8271940028434793,True,True,True,False,True,True,True,False,False,True
12,0,1,3,2,4,0.710869846193615,True,True,False,False,True,True,True,False,False,False
10,0,1,3,2,4,0.9047434406100555,False,True,True,False,True,True,True,False,False,True
9,0,1,3,2,4,0.8401189091379087,False,True,True,False,True,True,True,False,False,True
32,0,1,3,2,4,1.0314595152140278,True,True,False,False,True,True,False,True,False,False
29,0,1,3,2,4,1.0830324909747293,True,True,True,False,True,True,False,True,False,True
23,0,1,3,2,4,0.9541000515729757,True,True,False,True,True,True,False,True,True,False
18,0,1,3,2,4,0.8767405879319237,True,True,False,False,True,True,False,True,False,False
16,0,1,3,2,4,0.8767405879319237,True,True,False,True,True,True,False,True,True,False
14,0,1,3,2,4,0.8380608561113976,True,True,True,False,True,True,False,True,False,True
13,0,1,3,2,4,0.7220216606498194,True,True,False,False,True,True,False,True,False,False
11,0,1,3,2,4,0.9154203197524496,False,True,True,False,True,True,False,True,False,True
10,0,1,3,2,4,0.8509541000515729,False,True,True,False,True,True,False,True,False,True
33,1,2,4,2,4,1.0418006430868167,True,True,False,False,True,True,True,False,False,False
30,0,2,4,2,4,1.0932475884244373,True,True,True,False,True,True,True,False,False,True
24,0,2,4,2,4,0.9646302250803859,True,True,False,True,True,True,True,False,True,False
19,0,2,4,2,4,0.887459807073955,True,True,False,False,True,True,True,False,False,False
17,0,2,4,2,4,0.887459807073955,True,True,False,True,True,True,True,False,True,False
15,0,2,4,2,4,0.8488745980707395,True,True,True,False,True,True,True,False,False,True
14,0,2,4,2,4,0.7331189710610932,True,True,False,False,True,True,True,False,False,False
12,0,2,4,2,4,0.9260450160771704,False,True,True,False,True,True,True,False,False,True
11,0,2,4,2,4,0.8617363344051447,False,True,True,False,True,True,True,False,False,True
0,0,2,4,2,4,0.6430868167202572,True,True,False,False,True,True,True,False,False,False
31,0,2,4,2,4,1.1034128817038749,True,True,True,False,True,True,False,False,False,True
25,1,2,4,2,4,0.9751090582499359,True,True,False,True,True,True,False,False,True,False
20,0,2,4,2,4,0.8981267641775725,True,True,False,False,True,True,False,False,False,False
18,0,2,4,2,4,0.8981267641775725,True,True,False,True,True,True,False,False,True,False
16,0,2,4,2,4,0.8596356171413908,True,True,True,False,True,True,False,False,False,True
15,0,2,4,2,4,0.7441621760328458,True,True,False,False,True,True,False,False,False,False
13,0,2,4,2,4,0.9366179112137542,False,True,True,False,True,True,False,False,False,True
12,0,2,4,2,4,0.8724659994867847,False,True,True,False,True,True,False,False,False,True
1,0,2,4,2,4,0.6543494996150886,True,True,False,False,True,True,False,False,False,False
0,0,2,4,2,4,0.718501411342058,True,True,False,False,True,True,False,False,False,False
32,0,2,4,1,4,1.1135287341610138,True,True,True,False,False,False,True,False,False,True
21,0,2,4,1,4,0.9087418405222066,True,True,False,False,False,False,True,False,False,False
19,0,2,4,1,4,0.9087418405222066,True,True,False,True,False,False,True,False,True,False
17,0,2,4,1,4,0.8703442979649303,True,True,True,False,False,False,True,False,False,True
16,0,2,4,1,4,0.7551516702931013,True,True,False,False,False,False,True,False,False,False
14,0,2,4,1,4,0.947139383079483,False,True,True,False,False,False,True,False,False,True
13,0,2,4,1,4,0.8831434788173558,False,True,True,False,False,False,True,False,False,True
2,0,2,4,1,4,0.6655574043261232,True,True,False,False,False,False,True,False,False,False
1,0,2,4,1,4,0.7295533085882504,True,True,False,False,False,False,True,False,False,False
33,0,2,4,1,4,1.1235955056179774,True,True,True,False,False,False,False,True,False,True
22,0,2,4,1,4,0.9193054136874361,True,True,False,False,False,False,False,True,False,False
20,0,2,4,1,4,0.9193054136874361,True,True,False,True,False,False,False,True,True,False
18,0,2,4,1,4,0.8810010214504596,True,True,True,False,False,False,False,True,False,True
17,0,2,4,1,4,0.7660878447395301,True,True,False,False,False,False,False,True,False,False
15,0,2,4,1,4,0.9576098059244126,False,True,True,False,False,False,False,True,False,True
14,0,2,4,1,4,0.8937691521961184,False,True,True,False,False,False,False,True,False,True
3,0,2,4,1,4,0.6767109295199182,True,True,False,False,False,False,False,True,False,False
2,0,2,4,1,4,0.7405515832482124,True,True,False,False,False,False,False,True,False,False
34,0,1,4,1,5,1.1336135524137052,True,False,True,False,False,False,True,False,False,False
23,0,1,4,1,5,0.9298178575977581,True,False,False,False,False,False,True,False,False,True
21,0,1,4,1,5,0.9298178575977581,True,False,False,True,False,False,True,False,True,False
19,1,1,4,1,5,0.8916061648197682,True,False,True,False,False,False,True,False,False,False
18,0,1,4,1,5,0.7769710864857979,True,False,False,False,False,False,True,False,False,True
16,0,1,4,1,5,0.9680295503757482,False,False,True,False,False,False,True,False,False,False
15,0,1,4,1,5,0.9043433957457648,False,False,True,False,False,False,True,False,False,False
4,0,1,4,1,5,0.6878104700038211,True,False,False,False,False,False,True,False,False,True
3,0,1,4,1,5,0.7514966246338045,True,False,False,False,False,False,True,False,False,True
0,0,1,4,1,5,0.7005477009298178,False,False,True,False,False,False,True,False,False,False
35,1,1,4,1,5,1.1435832274459974,True,False,True,False,False,False,False,False,False,False
24,0,1,4,1,5,0.940279542566709,True,False,False,False,False,False,False,False,False,True
22,0,1,4,1,5,0.940279542566709,True,False,False,True,False,False,False,False,True,False
19,0,1,4,1,5,0.7878017789072427,True,False,False,False,False,False,False,False,False,True
17,0,1,4,1,5,0.9783989834815756,False,False,True,False,False,False,False,False,False,False
16,0,1,4,1,5,0.9148665819567979,False,False,True,False,False,False,False,False,False,False
5,0,1,4,1,5,0.698856416772554,True,False,False,False,False,False,False,False,False,True
4,0,1,4,1,5,0.7623888182973316,True,False,False,False,False,False,False,False,False,True
1,0,1,4,1,5,0.7115628970775095,False,False,True,False,False,False,False,False,False,False
0,0,1,4,1,5,0.6353240152477764,False,False,True,False,False,False,False,False,False,False
25,0,1,4,1,4,0.9529860228716646,True,False,False,False,True,False,True,False,False,True
23,0,1,4,1,4,0.9529860228716646,True,False,False,True,True,False,True,False,True,False
20,0,1,4,1,4,0.8005082592121981,True,False,False,False,True,False,True,False,False,True
18,0,1,4,1,4,0.9911054637865311,False,False,True,False,True,False,True,False,False,False
17,0,1,4,1,4,0.9275730622617535,False,False,True,False,True,False,True,False,False,False
6,0,1,4,1,4,0.7115628970775095,True,False,False,False,True,False,True,False,False,True
5,0,1,4,1,4,0.7750952986022871,True,False,False,False,True,False,True,False,False,True
2,0,1,4,1,4,0.724269377382465,False,False,True,False,True,False,True,False,False,False
1,0,1,4,1,4,0.6480304955527318,False,False,True,False,True,False,True,False,False,False
26,0,1,4,1,4,0.96569250317662,True,False,False,False,True,False,False,True,False,True
24,0,1,4,1,4,0.96569250317662,True,False,False,True,True,False,False,True,True,False
21,0,1,4,1,4,0.8132147395171537,True,False,False,False,True,False,False,True,False,True
19,0,1,4,1,4,1.0038119440914866,False,False,True,False,True,False,False,True,False,False
18,0,1,4,1,4,0.940279542566709,False,False,True,False,True,False,False,True,False,False
7,0,1,4,1,4,0.724269377382465,True,False,False,False,True,False,False,True,False,True
6,0,1,4,1,4,0.7878017789072427,True,False,False,False,True,False,False,True,False,True
3,0,1,4,1,4,0.7369758576874206,False,False,True,False,True,False,False,True,False,False
2,0,1,4,1,4,0.6607369758576874,False,False,True,False,True,False,False,True,False,False
27,0,2,4,1,4,0.9783989834815756,True,False,False,False,True,False,True,False,False,True
25,0,2,4,1,4,0.9783989834815756,True,False,False,True,True,False,True,False,True,False
22,0,2,4,1,4,0.8259212198221092,True,False,False,False,True,False,True,False,False,True
20,0,2,4,1,4,1.0165184243964422,False,False,True,False,True,False,True,False,False,False
19,0,2,4,1,4,0.9529860228716646,False,False,True,False,True,False,True,False,False,False
8,0,2,4,1,4,0.7369758576874206,True,False,False,False,True,False,True,False,False,True
7,0,2,4,1,4,0.8005082592121981,True,False,False,False,True,False,True,False,False,True
4,0,2,4,1,4,0.749682337992376,False,False,True,False,True,False,True,False,False,False
3,0,2,4,1,4,0.6734434561626429,False,False,True,False,True,False,True,False,False,False
28,0,2,4,1,4,0.9911054637865311,True,False,False,False,True,False,False,False,False,True
26,0,2,4,1,4,0.9911054637865311,True,False,False,True,True,False,False,False,True,False
23,0,2,4,1,4,0.8386277001270648,True,False,False,False,True,False,False,False,False,True
21,0,2,4,1,4,1.0292249047013977,False,False,True,False,True,False,False,False,False,False
20,0,2,4,1,4,0.96569250317662,False,False,True,False,True,False,False,False,False,False
9,0,2,4,1,4,0.749682337992376,True,False,False,False,True,False,False,False,False,True
8,0,2,4,1,4,0.8132147395171537,True,False,False,False,True,False,False,False,False,True
5,0,2,4,1,4,0.7623888182973316,False,False,True,False,True,False,False,False,False,False
4,0,2,4,1,4,0.6861499364675985,False,False,True,False,True,False,False,False,False,False
29,0,2,4,1,4,1.0038119440914866,True,False,False,False,True,True,True,False,False,True
27,0,2,4,1,4,1.0038119440914866,True,False,False,True,True,True,True,False,True,False
24,0,2,4,1,4,0.8513341804320202,True,False,False,False,True,True,True,False,False,True
22,0,2,4,1,4,1.0419313850063532,False,False,True,False,True,True,True,False,False,False
21,0,2,4,1,4,0.9783989834815756,False,False,True,False,True,True,True,False,False,False
10,0,2,4,1,4,0.7623888182973316,True,False,False,False,True,True,True,False,False,True
9,0,2,4,1,4,0.8259212198221092,True,False,False,False,True,True,True,False,False,True
6,0,2,4,1,4,0.7750952986022871,False,False,True,False,True,True,True,False,False,False
5,0,2,4,1,4,0.698856416772554,False,False,True,False,True,True,True,False,False,False
30,1,2,4,1,4,1.0165184243964422,True,False,False,False,True,True,False,True,False,True
28,0,2,4,1,4,1.0165184243964422,True,False,False,True,True,True,False,True,True,False
25,0,2,4,1,4,0.8640406607369758,True,False,False,False,True,True,False,True,False,True
23,0,2,4,1,4,1.0546378653113087,False,False,True,False,True,True,False,True,False,False
22,0,2,4,1,4,0.9911054637865311,False,False,True,False,True,True,False,True,False,False
11,0,2,4,1,4,0.7750952986022871,True,False,False,False,True,True,False,True,False,True
10,0,2,4,1,4,0.8386277001270648,True,False,False,False,True,True,False,True,False,True
7,0,2,4,1,4,0.7878017789072427,False,False,True,False,True,True,False,True,False,False
6,0,2,4,1,4,0.7115628970775095,False,False,True,False,True,True,False,True,False,False
29,0,1,4,1,4,1.0292249047013977,True,True,False,True,True,True,True,False,True,False
26,0,1,4,1,4,0.8767471410419313,True,True,False,False,True,True,True,False,False,False
24,0,1,4,1,4,1.0673443456162643,False,True,True,False,True,True,True,False,False,True
23,0,1,4,1,4,1.0038119440914866,False,True,True,False,True,True,True,False,False,True
