Years on Court,Status,Presidential Term,Court Conservatives,Court Moderates,Court Liberals,Age Ratio,Appointing President Party_Republican,President Party_Republican,Ideology_Liberal,Ideology_Moderate,House Control_Republican,Senate Control_Republican,Election Year Type_Non-Election Year,Election Year Type_Presidential Election,Ideology Alignment_Neutral,Ideology Alignment_Opposing
12,0,1,4,1,4,0.7878017789072427,True,True,False,False,True,True,True,False,False,False
11,0,1,4,1,4,0.8513341804320202,True,True,False,False,True,True,True,False,False,False
8,0,1,4,1,4,0.8005082592121981,False,True,True,False,True,True,True,False,False,True
7,0,1,4,1,4,0.724269377382465,False,True,True,False,True,True,True,False,False,True
0,0,1,4,1,4,0.6353240152477764,True,True,False,False,True,True,True,False,False,False
30,1,1,5,1,4,1.0419313850063532,True,True,False,True,True,True,False,False,True,False
27,0,1,5,1,4,0.8894536213468869,True,True,False,False,True,True,False,False,False,False
25,0,1,5,1,4,1.0800508259212198,False,True,True,False,True,True,False,False,False,True
24,0,1,5,1,4,1.0165184243964422,False,True,True,False,True,True,False,False,False,True
13,0,1,5,1,4,0.8005082592121981,True,True,False,False,True,True,False,False,False,False
12,0,1,5,1,4,0.8640406607369758,True,True,False,False,True,True,False,False,False,False
9,0,1,5,1,4,0.8132147395171537,False,True,True,False,True,True,False,False,False,True
8,0,1,5,1,4,0.7369758576874206,False,True,True,False,True,True,False,False,False,True
1,0,1,5,1,4,0.6480304955527318,True,True,False,False,True,True,False,False,False,False
0,0,1,5,1,4,0.6734434561626429,True,True,False,False,True,True,False,False,False,False
28,0,1,5,0,4,0.9056122448979591,True,True,False,False,False,True,True,False,False,False
26,0,1,5,0,4,1.096938775510204,False,True,True,False,False,True,True,False,False,True
25,0,1,5,0,4,1.0331632653061225,False,True,True,False,False,True,True,False,False,True
14,0,1,5,0,4,0.8163265306122448,True,True,False,False,False,True,True,False,False,False
13,0,1,5,0,4,0.8801020408163265,True,True,False,False,False,True,True,False,False,False
10,0,1,5,0,4,0.8290816326530611,False,True,True,False,False,True,True,False,False,True
9,0,1,5,0,4,0.7525510204081632,False,True,True,False,False,True,True,False,False,True
2,0,1,5,0,4,0.6632653061224489,True,True,False,False,False,True,True,False,False,False
1,0,1,5,0,4,0.6887755102040816,True,True,False,False,False,True,True,False,False,False
29,0,1,6,0,4,0.9218950064020487,True,True,False,False,False,True,False,True,False,False
27,1,1,6,0,4,1.1139564660691421,False,True,True,False,False,True,False,True,False,True
26,0,1,6,0,4,1.0499359795134444,False,True,True,False,False,True,False,True,False,True
15,0,1,6,0,4,0.8322663252240717,True,True,False,False,False,True,False,True,False,False
14,0,1,6,0,4,0.8962868117797695,True,True,False,False,False,True,False,True,False,False
11,0,1,6,0,4,0.8450704225352114,False,True,True,False,False,True,False,True,False,True
10,0,1,6,0,4,0.7682458386683739,False,True,True,False,False,True,False,True,False,True
3,0,1,6,0,4,0.678617157490397,True,True,False,False,False,True,False,True,False,False
2,0,1,6,0,4,0.7042253521126761,True,True,False,False,False,True,False,True,False,False
0,0,1,6,0,4,0.6145966709346992,True,True,False,False,False,True,False,True,False,False
30,0,1,6,0,3,0.9383033419023137,True,False,False,False,False,False,True,False,False,True
27,0,1,6,0,3,1.0668380462724936,False,False,True,False,False,False,True,False,False,False
16,0,1,6,0,3,0.8483290488431877,True,False,False,False,False,False,True,False,False,True
15,0,1,6,0,3,0.9125964010282777,True,False,False,False,False,False,True,False,False,True
12,0,1,6,0,3,0.8611825192802057,False,False,True,False,False,False,True,False,False,False
11,0,1,6,0,3,0.7840616966580977,False,False,True,False,False,False,True,False,False,False
4,0,1,6,0,3,0.6940874035989717,True,False,False,False,False,False,True,False,False,True
3,0,1,6,0,3,0.7197943444730077,True,False,False,False,False,False,True,False,False,True
1,0,1,6,0,3,0.6298200514138818,True,False,False,False,False,False,True,False,False,True
31,0,1,6,0,4,0.9548387096774194,True,False,False,False,False,False,False,False,False,True
28,1,1,6,0,4,1.0838709677419356,False,False,True,False,False,False,False,False,False,False
17,0,1,6,0,4,0.864516129032258,True,False,False,False,False,False,False,False,False,True
16,0,1,6,0,4,0.9290322580645162,True,False,False,False,False,False,False,False,False,True
13,0,1,6,0,4,0.8774193548387097,False,False,True,False,False,False,False,False,False,False
12,0,1,6,0,4,0.8,False,False,True,False,False,False,False,False,False,False
5,0,1,6,0,4,0.7096774193548387,True,False,False,False,False,False,False,False,False,True
4,0,1,6,0,4,0.7354838709677419,True,False,False,False,False,False,False,False,False,True
2,0,1,6,0,4,0.6451612903225806,True,False,False,False,False,False,False,False,False,True
0,0,1,6,0,4,0.6709677419354839,False,False,True,False,False,False,False,False,False,False
32,0,1,6,0,3,0.967741935483871,True,False,False,False,True,False,True,False,False,True
18,0,1,6,0,3,0.8774193548387097,True,False,False,False,True,False,True,False,False,True
17,0,1,6,0,3,0.9419354838709677,True,False,False,False,True,False,True,False,False,True
14,0,1,6,0,3,0.8903225806451613,False,False,True,False,True,False,True,False,False,False
13,0,1,6,0,3,0.8129032258064516,False,False,True,False,True,False,True,False,False,False
6,0,1,6,0,3,0.7225806451612903,True,False,False,False,True,False,True,False,False,True
5,0,1,6,0,3,0.7483870967741936,True,False,False,False,True,False,True,False,False,True
3,0,1,6,0,3,0.6580645161290323,True,False,False,False,True,False,True,False,False,True
1,0,1,6,0,3,0.6838709677419355,False,False,True,False,True,False,True,False,False,False
33,0,1,6,0,3,0.9806451612903225,True,False,False,False,True,False,False,True,False,True
19,0,1,6,0,3,0.8903225806451613,True,False,False,False,True,False,False,True,False,True
18,0,1,6,0,3,0.9548387096774194,True,False,False,False,True,False,False,True,False,True
15,0,1,6,0,3,0.9032258064516129,False,False,True,False,True,False,False,True,False,False
14,0,1,6,0,3,0.8258064516129032,False,False,True,False,True,False,False,True,False,False
7,0,1,6,0,3,0.7354838709677419,True,False,False,False,True,False,False,True,False,True
6,0,1,6,0,3,0.7612903225806451,True,False,False,False,True,False,False,True,False,True
4,0,1,6,0,3,0.6709677419354839,True,False,False,False,True,False,False,True,False,True
2,0,1,6,0,3,0.6967741935483871,False,False,True,False,True,False,False,True,False,False
34,0,1,6,0,3,0.9935483870967742,True,True,False,False,True,True,True,False,False,False
20,0,1,6,0,3,0.9032258064516129,True,True,False,False,True,True,True,False,False,False
19,0,1,6,0,3,0.967741935483871,True,True,False,False,True,True,True,False,False,False
16,0,1,6,0,3,0.9161290322580645,False,True,True,False,True,True,True,False,False,True
15,0,1,6,0,3,0.8387096774193549,False,True,True,False,True,True,True,False,False,True
8,0,1,6,0,3,0.7483870967741936,True,True,False,False,True,True,True,False,False,False
7,0,1,6,0,3,0.7741935483870968,True,True,False,False,True,True,True,False,False,False
5,0,1,6,0,3,0.6838709677419355,True,True,False,False,True,True,True,False,False,False
3,0,1,6,0,3,0.7096774193548387,False,True,True,False,True,True,True,False,False,True
